,Opp_ba
1625,0.0
1626,0.36585365853658536
1627,0.21212121212121213
1628,0.17857142857142858
1629,0.03571428571428571
1630,0.1875
1631,0.21212121212121213
1632,0.13793103448275862
1633,0.1875
1634,0.1
1635,0.16666666666666666
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.21875
1646,0.23529411764705882
1647,0.2571428571428571
1648,0.28125
1649,0.10344827586206896
1650,0.1724137931034483
1651,0.2972972972972973
1652,0.3333333333333333
1653,0.2647058823529412
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.22580645161290322
1661,0.2903225806451613
1662,0.34375
1663,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.2
1671,0.22857142857142856
1672,0.16666666666666666
1675,0.20588235294117646
1676,0.46153846153846156
1677,0.34210526315789475
1678,0.3055555555555556
1679,0.11428571428571428
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.1
1685,0.2413793103448276
1686,0.3055555555555556
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.4878048780487805
1694,0.21875
1695,0.06896551724137931
1696,0.15151515151515152
1697,0.23333333333333334
1698,0.3333333333333333
1699,0.10714285714285714
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.24242424242424243
1707,0.23333333333333334
1708,0.24324324324324326
1709,0.12903225806451613
1710,0.16666666666666666
1711,0.3157894736842105
1712,0.03571428571428571
1713,0.22580645161290322
1714,0.0
1715,0.0
1716,0.0
1717,0.30303030303030304
1718,0.4
1719,0.23333333333333334
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.23529411764705882
1727,0.2608695652173913
1728,0.28205128205128205
1729,0.28205128205128205
1730,0.2647058823529412
1731,0.21428571428571427
1732,0.25806451612903225
1733,0.2777777777777778
1734,0.3103448275862069
1735,0.22580645161290322
1736,0.2727272727272727
1737,0.18518518518518517
1738,0.2647058823529412
1739,0.1
1740,0.3611111111111111
1741,0.14285714285714285
1742,0.2857142857142857
1743,0.36363636363636365
1744,0.16129032258064516
1745,0.1935483870967742
1746,0.23333333333333334
1747,0.32432432432432434
1748,0.2727272727272727
1749,0.42105263157894735
1750,0.2647058823529412
1751,0.18181818181818182
1752,0.3142857142857143
1753,0.3333333333333333
1754,0.1875
1755,0.0
1756,0.0
1757,0.0
1758,0.2
1759,0.13333333333333333
1760,0.0
1761,0.0
1762,0.0
1763,0.35135135135135137
1764,0.21875
1765,0.24242424242424243
1766,0.2857142857142857
1767,0.0
1768,0.0
1769,0.0
1770,0.13793103448275862
1771,0.2857142857142857
1772,0.34285714285714286
1773,0.10714285714285714
1774,0.22857142857142856
1775,0.25
1776,0.29411764705882354
1777,0.0
1778,0.0
1779,0.0
1780,0.3409090909090909
1781,0.2413793103448276
1782,0.4883720930232558
1783,0.0
1786,0.0
1787,0.21875
1788,0.23529411764705882
1789,0.17647058823529413
1790,0.0
1791,0.0
1792,0.0
1793,0.3225806451612903
1794,0.21212121212121213
1795,0.22580645161290322
1796,0.3125
1797,0.3076923076923077
1798,0.42105263157894735
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.12903225806451613
1809,0.3333333333333333
1810,0.20689655172413793
1811,0.21428571428571427
1812,0.38235294117647056
1813,0.3
1814,0.3333333333333333
1815,0.30303030303030304
1816,0.3103448275862069
1817,0.2
1818,0.1935483870967742
1819,-1.0
1820,-1.0
1821,-1.0
1822,-1.0
1823,-1.0
1824,-1.0
1825,-1.0
1826,-1.0
1827,-1.0
1828,-1.0
1829,-1.0
1830,-1.0
1831,-1.0
1832,-1.0
1833,-1.0
1834,-1.0
1835,-1.0
1836,-1.0
1837,-1.0
1838,-1.0
1839,-1.0
1840,-1.0
1841,-1.0
